recordingid|sourceartist|recording_artist|recordname|recartistcredit
10820176|The Beatles|Aled Jones|Because (Aled's four part harmony)|35921
3738483|The Beatles|George Benson|Because / Come Together|11062
14256142|The Beatles|Quartetto|Because / Eleanor Rigby|1088183
15533971|The Beatles|The Beatles|Bee Bob A Lula|303
159501|The Rolling Stones|The Rolling Stones|Before They Make Me Run|825
11682858|The Rolling Stones|Andrés Calamaro|Before They Make Me Run|58636
756376|The Rolling Stones|Steve Earle & The Supersuckers|Before They Make Me Run|923417
4440461|The Rolling Stones|The Rolling Stones|Before They Make Me Run (Restarted)|825
12520336|The Rolling Stones|The Rolling Stones|Before They Make Me Run (live)|825
12983260|The Rolling Stones|Depeche Mode|Behind the Wheel / Route 66|317
1003982|The Rolling Stones|Depeche Mode|Behind the Wheel / Route 66 (Ivan megamix)|317
3643761|The Rolling Stones|Depeche Mode|Behind the Wheel / Route 66 (live megamix)|317
2026000|The Rolling Stones|Depeche Mode|Behind the Wheel / Route 66 (mega single mix)|317
13999864|The Rolling Stones|Depeche Mode|Behind the Wheel / Route 66 (megadub)|317
3133141|The Rolling Stones|Depeche Mode|Behind the Wheel / Route 66 (megamix)|317
2625754|The Rolling Stones|Depeche Mode|Behind the Wheel Route 66 (Rubble Double mix)|317
6732560|The Beatles|Bikeride|Being for the Benefit of Mr. Kite|3595
14860823|The Beatles|Al Di Meola|Being for the Benefit of Mr. Kite|10474
8555367|The Beatles|Paul Schwartz|Being for the Benefit of Mr. Kite|38523
2131255|The Beatles|Big Daddy|Being for the Benefit of Mr. Kite|40623
191637|The Beatles|Billy Connolly|Being for the Benefit of Mr. Kite|41284
19095173|The Beatles|Doctor 3|Being for the Benefit of Mr. Kite|42931
11615521|The Beatles|Jamie Cullum|Being for the Benefit of Mr. Kite|119870
12537189|The Beatles|Frank Sidebottom|Being for the Benefit of Mr. Kite|156522
10425418|The Beatles|Eric McFadden|Being for the Benefit of Mr. Kite|195702
6427340|The Beatles|Električni orgazam|Being for the Benefit of Mr. Kite|272241
6971484|The Beatles|Big Woods|Being for the Benefit of Mr. Kite|442235
1352171|The Beatles|Maurice Gibb, Peter Frampton, George Burns & Bee Gees|Being for the Benefit of Mr. Kite|845325
7864228|The Beatles|The Beatles|Being for the Benefit of Mr. Kite!|303
9739210|The Beatles|Cheap Trick|Being for the Benefit of Mr. Kite!|2784
7607263|The Beatles|Eddie Izzard|Being for the Benefit of Mr. Kite!|16076
10899461|The Beatles|Tok Tok Tok|Being for the Benefit of Mr. Kite!|77192
13237274|The Beatles|Andy Timmons|Being for the Benefit of Mr. Kite!|87766
9884058|The Beatles|Burnkit2600|Being for the Benefit of Mr. Kite!|650141
9189319|The Beatles|Easy Star All-Stars feat. Ranking Roger|Being for the Benefit of Mr. Kite!|845327
16977713|The Beatles|The Flaming Lips feat. Maynard James Keenan, Puscifer & SUNBEARS!|Being for the Benefit of Mr. Kite!|1379391
19056137|The Beatles|Rajaton With Lahti Symphony Orchestra|Being for the Benefit of Mr. Kite!|1628672
6397790|The Beatles|The Beatles|Being for the Benefit of Mr. Kite! / I Want You (She’s So Heavy) / Helter Skelter|303
7798926|The Beatles|The Beatles|Besame Mucho|303
16498749|The Beatles|Dean Martin|Besame Mucho|976
18337374|The Beatles|Nat King Cole|Besame Mucho|14410
8841873|The Beatles|The Nat King Cole Trio|Besame Mucho|69044
15918525|The Beatles|Kitty Kallen, Bob Eberly & Jimmy Dorsey & His Orchestra|Besame Mucho|1286152
17618051|The Beatles|Abe Lyman & His California Orchestra|Besame Mucho|1472515
386859|The Beatles|The Coasters|Besame Mucho, Parts 1 & 2|24107
9223531|The Beatles|Plácido Domingo|Besame mucho|23678
17245479|The Beatles|Robert Tobitt|Beseme Mucho|1410246
12394096|The Beatles|Brian Setzer|Be‐Bop‐A‐Lula|362
312481|The Beatles|John Lennon|Be‐Bop‐A‐Lula|815
753252|The Beatles|Stray Cats|Be‐Bop‐A‐Lula|1777
306816|The Beatles|Paul McCartney|Be‐Bop‐A‐Lula|2122
10170743|The Beatles|Gene Vincent|Be‐Bop‐A‐Lula|6454
4057018|The Beatles|Brian Setzer with special guest Gary Setzer|Be‐Bop‐A‐Lula|1610261
708869|The Rolling Stones|Goo Goo Dolls|Bitch|509
245505|The Rolling Stones|The Rolling Stones|Bitch|825
14032985|The Rolling Stones|Better Than Ezra|Bitch|1089
13367051|The Rolling Stones|The Slackers|Bitch|3117
17339761|The Rolling Stones|The Sugarman 3|Bitch|4600
4794162|The Rolling Stones|Herbie Mann|Bitch|33945
672061|The Rolling Stones|Exodus|Bitch|46213
17745720|The Rolling Stones|Gov't Mule|Bitch|53232
3123143|The Rolling Stones|Electric Family|Bitch|199717
3768256|The Rolling Stones|The Crust Brothers|Bitch|235266
7825324|The Rolling Stones|Wolfgang|Bitch|510642
11745439|The Rolling Stones|Superfly|Bitch|534030
12556707|The Rolling Stones|Canarios|Bitch|837894
12099458|The Rolling Stones|Samantha Fish, Cassie Taylor & Dani Wilde|Bitch|1372349
10524709|The Rolling Stones|The Rolling Stones|Bitch (BBC TV, Marquee club, UK 3-26-71)|825
17874073|The Rolling Stones|The Rolling Stones|Bitch (extended version)|825
224906|The Rolling Stones|The Rolling Stones|Bitch (mono version)|825
12736806|The Rolling Stones|The Rolling Stones|Bitch (original 7 in Mono)|825
9815255|The Rolling Stones|The Rolling Stones|Bitch (original 7″ mono mix)|825
8240163|The Rolling Stones|Great White|Bitches & Other Women (medley)|6957
5650786|The Beatles|The Guess Who|Black Bird|950
8531616|The Beatles|Julien Clerc|Black Bird|21058
9355925|The Beatles|The Jazz Crusaders|Black Bird|91899
3199317|The Beatles|Fred Benedetti & Peter Pupping|Black Bird|806926
3626894|The Beatles|Elliott Smith|Blackbird|47
2107620|The Beatles|Phish|Blackbird|71
6579235|The Beatles|Carly Simon|Blackbird|227
159802|The Beatles|The Beatles|Blackbird|303
420069|The Beatles|Sarah McLachlan|Blackbird|1224
306828|The Beatles|Paul McCartney|Blackbird|2122
8729882|The Beatles|Chris de Burgh|Blackbird|2159
2289342|The Beatles|Marillion|Blackbird|2546
187516|The Beatles|Wings|Blackbird|2734
11684624|The Beatles|Neil Diamond|Blackbird|2909
543800|The Beatles|Sarah Vaughan|Blackbird|3417
5077597|The Beatles|Rick Wakeman|Blackbird|3564
8834255|The Beatles|Dick Hyman|Blackbird|5411
14832748|The Beatles|Dave Valentin|Blackbird|5509
9660597|The Beatles|The Dandy Warhols|Blackbird|7395
14860820|The Beatles|Al Di Meola|Blackbird|10474
4242959|The Beatles|Crosby, Stills, Nash & Young|Blackbird|11058
9880990|The Beatles|Arturo Sandoval|Blackbird|11115
386571|The Beatles|Crosby, Stills & Nash|Blackbird|12103
270652|The Beatles|Jaco Pastorius|Blackbird|14645
1090463|The Beatles|Doves|Blackbird|22303
2045934|The Beatles|Ramsey Lewis|Blackbird|22878
748720|The Beatles|Bobby McFerrin|Blackbird|23935
11780329|The Beatles|Cassandra Wilson|Blackbird|33634
6484621|The Beatles|Adrian Belew|Blackbird|33866
8545617|The Beatles|Desmond Dekker|Blackbird|34104
3451593|The Beatles|Sylvester|Blackbird|34790
1635892|The Beatles|Over the Rhine|Blackbird|34797
2139958|The Beatles|Trio Rococo|Blackbird|36505
9487148|The Beatles|Judy Collins|Blackbird|36961
640337|The Beatles|Jason Falkner|Blackbird|36976
8555360|The Beatles|Paul Schwartz|Blackbird|38523
5494254|The Beatles|Tony Williams|Blackbird|39407
980290|The Beatles|Royal Philharmonic Orchestra|Blackbird|42495
624717|The Beatles|Bernadette Peters|Blackbird|44059
3290478|The Beatles|José Feliciano|Blackbird|47801
1960408|The Beatles|Colin Linden|Blackbird|53634
4279981|The Beatles|Kaare Norge|Blackbird|54426
2938144|The Beatles|Uri Caine|Blackbird|54455
11320341|The Beatles|Anne Ducros|Blackbird|58355
3258912|The Beatles|BONNIE PINK|Blackbird|62721
1699449|The Beatles|Dionne Farris|Blackbird|64835
4187601|The Beatles|Eros|Blackbird|69557
15088610|The Beatles|Willy Chirino|Blackbird|72676
9967275|The Beatles|Billy Preston|Blackbird|74761
5844862|The Beatles|Harpers Bizarre|Blackbird|76518
4283581|The Beatles|The Hampton String Quartet|Blackbird|77329
7562753|The Beatles|Emmanuel Santarromana|Blackbird|92826
8183490|The Beatles|Trijntje Oosterhuis|Blackbird|93203
3567140|The Beatles|[unknown]|Blackbird|97546
9106894|The Beatles|Kenny Rankin|Blackbird|99563
445396|The Beatles|Mary McCaslin|Blackbird|102874
4673611|The Beatles|Emmerson Nogueira|Blackbird|112186
5810408|The Beatles|Lynne Arriale Trio|Blackbird|112483
1531657|The Beatles|Jerry Vivino|Blackbird|119559
8934459|The Beatles|Brad Mehldau Trio|Blackbird|122203
15955348|The Beatles|Fred Armisen|Blackbird|130312
4268010|The Beatles|Denzal Sinclaire|Blackbird|131212
4222791|The Beatles|BeatleJazz|Blackbird|146284
10944393|The Beatles|Paul McCartney & Wings|Blackbird|187823
13940666|The Beatles|Harry Sacksioni|Blackbird|199691
5827226|The Beatles|Terri Lyne Carrington|Blackbird|204569
5549885|The Beatles|Connie Evingson|Blackbird|259160
4196001|The Beatles|René Marie|Blackbird|263439
10659797|The Beatles|Time for Three|Blackbird|275246
4648083|The Beatles|The Postage Era|Blackbird|291418
4935041|The Beatles|Jon Simon|Blackbird|308310
5318253|The Beatles|L.A. Workshop|Blackbird|328212
5539184|The Beatles|Rebecca Hale|Blackbird|341024
10981279|The Beatles|Katie Noonan|Blackbird|342523
2580112|The Beatles|Auscultate|Blackbird|346367
6172782|The Beatles|Enzo Pietropaoli|Blackbird|352811
10276324|The Beatles|Peter Mayer|Blackbird|353956
8564332|The Beatles|Beachfront Property|Blackbird|376100
6132344|The Beatles|Nelson Lago|Blackbird|382728
17251784|The Beatles|Steve Dobrogosz|Blackbird|392274
12334938|The Beatles|Eve St. Jones|Blackbird|413799
9884057|The Beatles|Bacalao|Blackbird|418636
7243716|The Beatles|Michael Bellar/the AS-IS Ensemble|Blackbird|463662
7419760|The Beatles|Evan Rachel Wood|Blackbird|466405
11328831|The Beatles|Musica nuda|Blackbird|496681
7727247|The Beatles|Sixth Wave|Blackbird|503368
16403717|The Beatles|Marian Call|Blackbird|577184
17443059|The Beatles|Les Boréades de Montréal|Blackbird|612697
9270797|The Beatles|Release Music Orchestra|Blackbird|613463
9320278|The Beatles|Ricardo Caliente|Blackbird|616352
12254368|The Beatles|Glee Cast|Blackbird|647066
12278546|The Beatles|The Graveblankets|Blackbird|724531
333261|The Beatles|Sylvain Luc & Biréli Lagrène|Blackbird|826682
1457270|The Beatles|NHØP & Trio Rococo|Blackbird|840073
12240994|The Beatles|Justin Hayward with Mike Batt & The London Philharmonic Orchestra|Blackbird|868449
3120074|The Beatles|Justin Hayward with Mike Batt & the London Philharmonic Orchestra|Blackbird|868452
11279607|The Beatles|SWR Big Band & Ralf Schmid & Paula Morelenbaum|Blackbird|879325
10912776|The Beatles|Zac Brown Band feat. Matt Mangano|Blackbird|1067988
14176728|The Beatles|Mammytone|Blackbird|1077504
14685505|The Beatles|Sjaella|Blackbird|1138183
14911843|The Beatles|Ryohei Koike & Hiroyuki Nagakubo|Blackbird|1165569
1154614|The Beatles|The King’s Singers|Blackbird|1181909
15787320|The Beatles|Holland Baroque Society meets Eric Vloeimans|Blackbird|1271130
16055227|The Beatles|Fravio Mendes|Blackbird|1301904
17015984|The Beatles|Anderson .Paak|Blackbird|1335231
7339067|The Beatles|Henrique Cazes & Marcello Gonçalves|Blackbird|1427572
19084716|The Beatles|Orquestra Ouro Preto|Blackbird|1536591
18706079|The Beatles|Phil Bates and Mik Kaminski feat. Tina McBain|Blackbird|1588929
6337987|The Beatles|Orkiestra Symfoniczna Filharmonii Narodowej, Krzesimir Dębski, Canadian Brass|Blackbird|1605189
10899455|The Beatles|Tok Tok Tok|Blackbird (The Fool on the Hill)|77192
9915955|The Beatles|Paul McCartney & Wings|Blackbird (partial)|187823
5651533|The Beatles|Sara Gazarek|Blackbird / Bye Bye Blackbird|348135
17976966|The Beatles|Sara Gazarek + Josh Nelson|Blackbird / Bye Bye Blackbird|1501759
1277421|The Beatles|The Swingle Singers|Blackbird / I Will|9896
6397792|The Beatles|The Beatles|Blackbird / Yesterday|303
13009608|The Beatles|Elvis Presley|Bleu Suede Shoes|1539
421566|The Rolling Stones|The Rolling Stones|Blinded by Love|825
3498194|The Beatles|The Beatles|Blue Jay Way|303
7787444|The Beatles|Tracy Bonham|Blue Jay Way|1378
1853788|The Beatles|Siouxsie and the Banshees|Blue Jay Way|2180
9166272|The Beatles|Das Klown|Blue Jay Way|7204
3139884|The Beatles|Lord Sitar|Blue Jay Way|70210
12021141|The Beatles|Bud Shank|Blue Jay Way|105082
3173409|The Beatles|Borbetomagus|Blue Jay Way|131112
5518401|The Beatles|Colin Newman|Blue Jay Way|136753
19047727|The Beatles|Dosh|Blue Jay Way|143522
4222793|The Beatles|BeatleJazz|Blue Jay Way|146284
7607227|The Beatles|Secret Machines|Blue Jay Way|160858
5951084|The Beatles|El niño gusano|Blue Jay Way|240030
6814921|The Beatles|Samm Bennett|Blue Jay Way|414275
6971480|The Beatles|Bentmen|Blue Jay Way|442232
18477360|The Beatles|The Beatles|Blue Jay Way (transition)|303
407672|The Beatles|Bob Dylan|Blue Suede Shoes|17
1470392|The Beatles|Jimi Hendrix|Blue Suede Shoes|184
9994490|The Beatles|The Beatles|Blue Suede Shoes|303
4260624|The Beatles|Brian Setzer|Blue Suede Shoes|362
6537976|The Beatles|Johnny Cash|Blue Suede Shoes|387
5196424|The Beatles|Led Zeppelin|Blue Suede Shoes|388
507818|The Beatles|John Lennon|Blue Suede Shoes|815
13446360|The Beatles|Eric Clapton|Blue Suede Shoes|938
1904430|The Beatles|Black Sabbath|Blue Suede Shoes|1419
351130|The Beatles|Elvis Presley|Blue Suede Shoes|1539
5799254|The Beatles|Jerry Lee Lewis|Blue Suede Shoes|1803
7057122|The Beatles|Roy Orbison|Blue Suede Shoes|1812
26863|The Beatles|Carl Perkins|Blue Suede Shoes|3533
9031028|The Beatles|Conway Twitty|Blue Suede Shoes|6441
121632|The Beatles|Johnny Winter|Blue Suede Shoes|6453
920082|The Beatles|The Residents|Blue Suede Shoes|9006
1883523|The Beatles|Johnny Rivers|Blue Suede Shoes|9315
642021|The Beatles|Ry Cooder|Blue Suede Shoes|9535
5302010|The Beatles|Die Ärzte|Blue Suede Shoes|10204
7903522|The Beatles|Buddy Holly|Blue Suede Shoes|10937
8626330|The Beatles|Pat Boone|Blue Suede Shoes|11465
5652149|The Beatles|Helloween|Blue Suede Shoes|11782
7928716|The Beatles|Eddie Cochran|Blue Suede Shoes|16187
432515|The Beatles|Albert King|Blue Suede Shoes|21320
9629602|The Beatles|Bill Haley & His Comets|Blue Suede Shoes|23955
384946|The Beatles|The Toy Dolls|Blue Suede Shoes|36356
9574751|The Beatles|The Dave Clark Five|Blue Suede Shoes|37411
503760|The Beatles|Johnny Hallyday|Blue Suede Shoes|41543
2172171|The Beatles|Hurriganes|Blue Suede Shoes|51315
11232029|The Beatles|Medicine Head|Blue Suede Shoes|65766
1577569|The Beatles|Agents|Blue Suede Shoes|100416
15897051|The Beatles|Frans Bauer|Blue Suede Shoes|122853
1986306|The Beatles|Beacon Street Union|Blue Suede Shoes|141610
8520330|The Beatles|Pee Wee King|Blue Suede Shoes|173396
1586599|The Beatles|The Plastic Ono Band|Blue Suede Shoes|173661
5663847|The Beatles|Christer Sjögren|Blue Suede Shoes|227809
10597576|The Beatles|Boyd Bennett|Blue Suede Shoes|265791
8423894|The Beatles|Sam 'The Man' Taylor|Blue Suede Shoes|289520
396276|The Beatles|The Mothers of Invention|Blue Suede Shoes|342367
507807|The Beatles|The Jimi Hendrix Experience|Blue Suede Shoes|344488
13746694|The Beatles|Максим Леонидов|Blue Suede Shoes|372169
14990066|The Beatles|Rockabye Baby!|Blue Suede Shoes|529755
10284342|The Beatles|Marco Da Silva & The Midnighters|Blue Suede Shoes|672014
11866973|The Beatles|Johnny G|Blue Suede Shoes|771397
5891988|The Beatles|Van Morrison & Bob Dylan|Blue Suede Shoes|820899
11739718|The Beatles|Jerry Mercer|Blue Suede Shoes|840250
2235427|The Beatles|Lemmy & The Upsetters|Blue Suede Shoes|935632
13607116|The Beatles|The Chris Robinson Brotherhood|Blue Suede Shoes|990029
11720870|The Beatles|Company|Blue Suede Shoes|1003372
7121395|The Beatles|Johnny Hallyday feat. Carl Perkins|Blue Suede Shoes|1016785
14145658|The Beatles|Carl Perkins with Eric Clapton|Blue Suede Shoes|1074466
14932126|The Beatles|Carl Perkins & Scotty Moore|Blue Suede Shoes|1168177
10682330|The Beatles|Cliff Richard and The Shadows|Blue Suede Shoes|1214029
1688478|The Beatles|Elvis Presley|Blue Suede Shoes (03-26 Norman)|1539
14213656|The Beatles|Carl Perkins|Blue Suede Shoes (108)|3533
7119357|The Beatles|Johnny Hallyday|Blue Suede Shoes (Palais des Sports 71)|41543
14141411|The Beatles|Elvis Presley & The Jordanaires|Blue Suede Shoes (Previously Unreleased live)|1012757
925726|The Beatles|Carl Perkins|Blue Suede Shoes (Sun master: take 2)|3533
10047419|The Beatles|Johnny Rivers|Blue Suede Shoes (Tribute to Carl Perkins)|9315
14932342|The Beatles|Carl Perkins|Blue Suede Shoes (alternate 1)|3533
14932343|The Beatles|Carl Perkins|Blue Suede Shoes (alternate 2)|3533
12954579|The Beatles|Elvis Presley|Blue Suede Shoes (alternate)|1539
11243258|The Beatles|George Harrison|Blue Suede Shoes (encore)|2863
4276290|The Beatles|Elvis Presley|Blue Suede Shoes (live 05-16-56)|1539
6776217|The Beatles|Elvis Presley|Blue Suede Shoes (live)|1539
13659912|The Beatles|Medicine Head|Blue Suede Shoes (live)|65766
235145|The Beatles|The Jimi Hendrix Experience|Blue Suede Shoes (live)|344488
1687825|The Beatles|Elvis Presley|Blue Suede Shoes (live, 1956-05-06)|1539
925725|The Beatles|Carl Perkins|Blue Suede Shoes (take 1)|3533
925727|The Beatles|Carl Perkins|Blue Suede Shoes (take 3)|3533
14926875|The Beatles|Carl Perkins|Blue Suede Shoes (take 4)|3533
12864342|The Beatles|Jimi Hendrix|Blue Suede Shoes [5/30/70 Berkeley Community Center]|184
10253882|The Beatles|Carl Perkins|Blue Suede Shoes [take 2]|3533
14931553|The Beatles|Carl Perkins|Blue Suede Shoes-2|3533
1764148|The Beatles|Elvis Presley|Blues Suede Shoes|1539
2702059|The Rolling Stones|Inner Circle|Boardwalk|3139
572601|The Beatles|AC/DC|Bonny|1352
295295|The Beatles|The Beatles|Boys|303
3970387|The Beatles|Flamin' Groovies|Boys|4111
4307919|The Beatles|The Shirelles|Boys|16188
6971472|The Beatles|Mata Hari|Boys|838008
1684348|The Beatles|Jools Holland & His Rhythm & Blues Orchestra feat. Ringo Starr|Boys|838011
9744147|The Beatles|Peter Best|Boys|838025
17258076|The Beatles|Bruce Springsteen & The E Street Band|Boys|1488075
15635399|The Beatles|The Beatles|Boys (live at BBC for “Pop Go The Beatles” / 17th September, 1963)|303
15635409|The Beatles|The Beatles|Boys (live at BBC for “Side by Side” / 13th May, 1963)|303
421571|The Rolling Stones|The Rolling Stones|Break the Spell|825
15510750|The Beatles|Alma Gluck and Orpheus Quartet|Bring Back My Bonnie to Me|1239889
5843324|The Rolling Stones|Bob Dylan|Brown Sugar|17
161430|The Rolling Stones|The Rolling Stones|Brown Sugar|825
12883639|The Rolling Stones|Little Richard|Brown Sugar|3331
875919|The Rolling Stones|Collin Raye|Brown Sugar|9381
6788069|The Rolling Stones|London Symphony Orchestra|Brown Sugar|12299
4145893|The Rolling Stones|Ken Boothe|Brown Sugar|36792
11418891|The Rolling Stones|Studio 99|Brown Sugar|42563
4033075|The Rolling Stones|Opium Jukebox|Brown Sugar|45044
17745724|The Rolling Stones|Gov't Mule|Brown Sugar|53232
17339756|The Rolling Stones|Alice Russell|Brown Sugar|58965
2352325|The Rolling Stones|Neil|Brown Sugar|126086
3473315|The Rolling Stones|Παύλος Σιδηρόπουλος|Brown Sugar|218596
4604104|The Rolling Stones|Neal Carlson|Brown Sugar|288903
6856845|The Rolling Stones|Star Sucks|Brown Sugar|434474
12008707|The Rolling Stones|Tim Ries|Brown Sugar|550441
7807338|The Rolling Stones|AC/DC & The Rolling Stones|Brown Sugar|841875
1082403|The Rolling Stones|Ryan Adams feat. Beth Orton|Brown Sugar|895600
13676769|The Rolling Stones|Lik'n'Stk|Brown Sugar|1002371
15265917|The Rolling Stones|The Buddha Lounge Players|Brown Sugar|1214376
17121718|The Rolling Stones|Floss|Brown Sugar|1396184
17874070|The Rolling Stones|The Rolling Stones with Eric Clapton|Brown Sugar|1491000
3765749|The Rolling Stones|The Rolling Stones|Brown Sugar #1|825
3765750|The Rolling Stones|The Rolling Stones|Brown Sugar #2|825
4056425|The Rolling Stones|The Rolling Stones|Brown Sugar (1)|825
4056427|The Rolling Stones|The Rolling Stones|Brown Sugar (3)|825
12736817|The Rolling Stones|The Rolling Stones|Brown Sugar (Another Different mix)|825
12736816|The Rolling Stones|The Rolling Stones|Brown Sugar (Different Guitar)|825
12216964|The Rolling Stones|The Rolling Stones|Brown Sugar (alternate - Clapton lead guitar)|825
5915269|The Rolling Stones|The Rolling Stones|Brown Sugar (alternate take)|825
10425244|The Rolling Stones|The Rolling Stones|Brown Sugar (alternate version)|825
4087687|The Rolling Stones|The Rolling Stones|Brown Sugar (alternate)|825
9815259|The Rolling Stones|The Rolling Stones|Brown Sugar (another different mix)|825
9815258|The Rolling Stones|The Rolling Stones|Brown Sugar (different guitar part)|825
4355367|The Rolling Stones|The Rolling Stones|Brown Sugar (early mix)|825
12736800|The Rolling Stones|The Rolling Stones|Brown Sugar (early vocal)|825
5024884|The Rolling Stones|The Rolling Stones|Brown Sugar (false start)|825
5915270|The Rolling Stones|The Rolling Stones|Brown Sugar (live)|825
1219268|The Rolling Stones|The Rolling Stones|Brown Sugar (mono version)|825
12736818|The Rolling Stones|The Rolling Stones|Brown Sugar (original 7 in Mono)|825
14077614|The Rolling Stones|The Rolling Stones|Brown Sugar (remastered)|825
12939802|The Rolling Stones|The Rolling Stones|Brown Sugar (version 2) (mono)|825
11709055|The Beatles|Elvis Presley|Brue Suede Shoes|1539
1429860|The Beatles|Elton John|Burn Down the Mission (including My Baby Left Me & Get Back)|236
1461277|The Beatles|Elton John|Burn Down the Mission / My Baby Left Me / Get Back|236
18296152|The Rolling Stones|Tom Petty|Bye Bye Johnny|196
1909547|The Rolling Stones|The Rolling Stones|Bye Bye Johnny|825
293197|The Rolling Stones|Chuck Berry|Bye Bye Johnny|1710
3190122|The Rolling Stones|Status Quo|Bye Bye Johnny|9971
11417305|The Rolling Stones|Showaddywaddy|Bye Bye Johnny|34590
6053518|The Rolling Stones|Mud|Bye Bye Johnny|35446
5784780|The Rolling Stones|The Scorpions|Bye Bye Johnny|204046
1377142|The Rolling Stones|Bob Dylan & Tom Petty|Bye Bye Johnny|819148
9442157|The Rolling Stones|Chuck Berry|Bye Bye Johnny (stereo remix)|1710
8286066|The Rolling Stones|The Rolling Stones|Bye, Bye Johnny|825
16016860|The Beatles|The Ray Conniff Singers|Bésame Mucho|671163
10026227|The Beatles|Unicante|California Love Generation|466125
10026227|The Rolling Stones|Unicante|California Love Generation|466125
8277223|The Beatles|The Barron Knights|Call Up the Groups (medley)|141609
8277223|The Rolling Stones|The Barron Knights|Call Up the Groups (medley)|141609
4005580|The Rolling Stones|Stevie Wonder|Can I Get a Witness|29
5833450|The Rolling Stones|Dusty Springfield|Can I Get a Witness|46
5399861|The Rolling Stones|The Temptations|Can I Get a Witness|132
281480|The Rolling Stones|The Rolling Stones|Can I Get a Witness|825
224386|The Rolling Stones|Marvin Gaye|Can I Get a Witness|962
17663056|The Rolling Stones|Rod Stewart|Can I Get a Witness|4541
7549588|The Rolling Stones|Lee Michaels|Can I Get a Witness|14584
6168399|The Rolling Stones|Lulu|Can I Get a Witness|40328
619137|The Rolling Stones|Sam Brown|Can I Get a Witness|49648
6260090|The Rolling Stones|Steve Aldo|Can I Get a Witness|83862
11181341|The Rolling Stones|Barbara Randolph|Can I Get a Witness|94384
5028981|The Rolling Stones|Brian Auger|Can I Get a Witness|107705
9699629|The Rolling Stones|Owen Gray|Can I Get a Witness|126605
5434803|The Rolling Stones|The Supremes|Can I Get a Witness|137578
11916849|The Rolling Stones|The Steampacket|Can I Get a Witness|457747
9028197|The Rolling Stones|Steampacket feat. Rod Stewart|Can I Get a Witness|1100074
2451384|The Rolling Stones|Sam Brown|Can I Get a Witness?|49648
698112|The Rolling Stones|R.L. Burnside|Can't Be Satisfied|3769
9836529|The Rolling Stones|Guy Davis|Can't Be Satisfied|37738
1729364|The Rolling Stones|George Thorogood & The Destroyers|Can't Be Satisfied|162730
4082272|The Rolling Stones|Gary Floyd|Can't Be Satisfied|256395
11207371|The Rolling Stones|The Nighthawks|Can't Be Satisfied|318799
7689961|The Rolling Stones|Muddy Waters, Johnny Winter & James Cotton|Can't Be Satisfied|862084
207152|The Rolling Stones|The Rolling Stones|Can't Be Seen|825
2897511|The Beatles|The Beatles|Can't Buy Me Love|303
471303|The Beatles|Chet Atkins|Can't Buy Me Love|312
5340877|The Beatles|Ella Fitzgerald|Can't Buy Me Love|1786
1369757|The Beatles|Tom Jones|Can't Buy Me Love|1818
318829|The Beatles|Paul McCartney|Can't Buy Me Love|2122
7385347|The Beatles|Henry Mancini|Can't Buy Me Love|3648
5066019|The Beatles|Stanley Turrentine|Can't Buy Me Love|5512
9795262|The Beatles|Keely Smith|Can't Buy Me Love|8563
3506152|The Beatles|Johnny Rivers|Can't Buy Me Love|9315
4303368|The Beatles|George Martin|Can't Buy Me Love|12157
6071711|The Beatles|The Chipmunks|Can't Buy Me Love|16283
10222554|The Beatles|The Hollyridge Strings|Can't Buy Me Love|24501
451013|The Beatles|John Pizzarelli|Can't Buy Me Love|31534
9362238|The Beatles|Studio 99|Can't Buy Me Love|42563
847200|The Beatles|John Bayless|Can't Buy Me Love|63088
1026918|The Beatles|Laurence Juber|Can't Buy Me Love|66675
3507936|The Beatles|Michael Bublé|Can't Buy Me Love|77944
2484538|The Beatles|[unknown]|Can't Buy Me Love|97546
2629812|The Beatles|Die 12 Cellisten der Berliner Philharmoniker|Can't Buy Me Love|104142
4854291|The Beatles|Peter Sellers|Can't Buy Me Love|107346
1509942|The Beatles|Guianko|Can't Buy Me Love|118646
3857996|The Beatles|Friend 'n Fellow|Can't Buy Me Love|122087
2132158|The Beatles|The Supremes|Can't Buy Me Love|137578
9984229|The Beatles|Santo & Johnny|Can't Buy Me Love|144154
12720531|The Beatles|Rubber Band|Can't Buy Me Love|159172
2525681|The Beatles|Count Basie & His Orchestra|Can't Buy Me Love|201597
17124919|The Beatles|Booker T. Jones|Can't Buy Me Love|257986
5549888|The Beatles|Connie Evingson|Can't Buy Me Love|259160
8707864|The Beatles|Cathy Berberian|Can't Buy Me Love|288320
11142344|The Beatles|Beegie Adair|Can't Buy Me Love|374560
13765054|The Beatles|Химера|Can't Buy Me Love|396295
6971493|The Beatles|Me and the Boys|Can't Buy Me Love|442243
8664558|The Beatles|The Richter Scales|Can't Buy Me Love|572412
10552896|The Beatles|Хор Турецкого|Can't Buy Me Love|689539
12391207|The Beatles|Jeni Fleming|Can't Buy Me Love|802870
1857881|The Beatles|The King’s Singers|Can't Buy Me Love|1181909
18820208|The Beatles|Torsten Turinsky|Can't Buy Me Love|1602574
3269036|The Beatles|The Punkles|Can't Buy Me Love (live)|208181
14201175|The Beatles|Göran Söllscher|Can't By Me Love|56464
421568|The Rolling Stones|The Rolling Stones|Can’t Be Seen|825
177452|The Beatles|The Beatles|Can’t Buy Me Love|303
